,GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,RushDirection,Time Left
32487,2020110806,2020-11-08,3,10,50,TEN,CHI,1,10,31,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1550.0
32488,2020110806,2020-11-08,3,13,43,CHI,TEN,2,10,60,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1723.0
32489,2020110806,2020-11-08,3,13,48,CHI,TEN,1,10,60,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,1728.0
32490,2020110806,2020-11-08,3,14,16,CHI,TEN,2,13,26,34,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,0,0,,1756.0
32494,2020110806,2020-11-08,2,0,3,CHI,TEN,3,12,100,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,3.0
32495,2020110806,2020-11-08,2,0,30,CHI,TEN,2,18,44,6,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,30.0
32496,2020110806,2020-11-08,2,0,49,CHI,TEN,1,25,37,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,49.0
32499,2020110806,2020-11-08,2,1,12,TEN,CHI,3,17,2,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,72.0
32501,2020110806,2020-11-08,2,1,16,TEN,CHI,2,9,10,-8,NO HUDDLE SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,76.0
32502,2020110806,2020-11-08,2,1,54,TEN,CHI,1,10,9,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,114.0
32505,2020110806,2020-11-08,2,2,32,CHI,TEN,3,18,31,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,152.0
32506,2020110806,2020-11-08,2,3,15,CHI,TEN,2,16,33,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,195.0
32507,2020110806,2020-11-08,2,4,47,TEN,CHI,3,2,60,40,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,0,0,,287.0
32508,2020110806,2020-11-08,2,5,27,TEN,CHI,2,5,57,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,327.0
32510,2020110806,2020-11-08,2,6,47,TEN,CHI,3,7,43,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,407.0
32511,2020110806,2020-11-08,2,6,51,TEN,CHI,2,7,43,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,411.0
32514,2020110806,2020-11-08,2,13,26,CHI,TEN,3,6,36,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,806.0
32515,2020110806,2020-11-08,2,13,30,CHI,TEN,2,6,36,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,810.0
32516,2020110806,2020-11-08,2,14,14,CHI,TEN,1,10,32,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,854.0
32518,2020110806,2020-11-08,2,15,0,TEN,CHI,3,10,37,-8,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,900.0
32520,2020110806,2020-11-08,1,0,8,TEN,CHI,2,10,37,0,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,908.0
32521,2020110806,2020-11-08,1,1,37,TEN,CHI,3,13,30,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,997.0
32522,2020110806,2020-11-08,1,2,7,TEN,CHI,2,7,36,-6,NO HUDDLE,PASS,0,0,0,0,,1,0,0,0,0,,1027.0
32523,2020110806,2020-11-08,1,2,32,TEN,CHI,1,10,33,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1052.0
32525,2020110806,2020-11-08,1,2,48,CHI,TEN,3,6,24,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,1068.0
32526,2020110806,2020-11-08,1,3,33,CHI,TEN,2,11,19,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1113.0
32527,2020110806,2020-11-08,1,4,17,CHI,TEN,1,10,20,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1157.0
32530,2020110806,2020-11-08,1,7,27,TEN,CHI,3,3,29,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1347.0
32531,2020110806,2020-11-08,1,8,4,TEN,CHI,2,5,27,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1384.0
32532,2020110806,2020-11-08,1,8,31,TEN,CHI,1,10,22,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1411.0
32534,2020110806,2020-11-08,1,14,19,TEN,CHI,3,7,28,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1759.0
32535,2020110806,2020-11-08,1,14,56,TEN,CHI,2,10,25,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,1796.0
32536,2020110806,2020-11-08,1,15,0,TEN,CHI,1,10,25,0,UNDER CENTER,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,1800.0
32540,2020110805,2020-11-08,4,0,3,DET,MIN,3,1,77,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,3.0
32541,2020110805,2020-11-08,4,0,9,DET,MIN,2,10,68,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,9.0
32542,2020110805,2020-11-08,4,1,52,DET,MIN,2,10,10,14,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,112.0
32543,2020110805,2020-11-08,4,1,55,DET,MIN,1,10,10,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,115.0
32544,2020110805,2020-11-08,4,2,0,MIN,DET,4,1,90,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,120.0
32546,2020110805,2020-11-08,4,2,33,MIN,DET,3,1,90,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,153.0
32547,2020110805,2020-11-08,4,3,19,MIN,DET,2,5,86,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,199.0
32548,2020110805,2020-11-08,4,4,2,MIN,DET,1,10,81,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,242.0
32550,2020110805,2020-11-08,4,4,13,MIN,DET,3,1,80,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,253.0
32552,2020110805,2020-11-08,4,4,17,MIN,DET,2,2,79,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,257.0
32553,2020110805,2020-11-08,4,4,34,MIN,DET,1,10,71,18,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,1,0,RIGHT END,274.0
32554,2020110805,2020-11-08,4,5,22,MIN,DET,2,7,57,14,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,322.0
32555,2020110805,2020-11-08,4,6,8,MIN,DET,1,10,54,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,368.0
32556,2020110805,2020-11-08,4,6,53,MIN,DET,1,10,41,13,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,413.0
32560,2020110805,2020-11-08,4,6,58,DET,MIN,1,2,98,2,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,0,0,,418.0
32562,2020110805,2020-11-08,4,9,21,MIN,DET,2,5,44,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,1,0,RIGHT GUARD,561.0
32563,2020110805,2020-11-08,4,10,5,MIN,DET,1,10,39,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,605.0
32564,2020110805,2020-11-08,4,10,10,DET,MIN,1,10,41,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,1,0,0,0,,610.0
32565,2020110805,2020-11-08,4,10,39,DET,MIN,1,10,13,28,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,639.0
32568,2020110805,2020-11-08,4,10,54,MIN,DET,1,10,30,70,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,0,0,LEFT TACKLE,654.0
32570,2020110805,2020-11-08,4,13,13,DET,MIN,1,10,53,19,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,793.0
32571,2020110805,2020-11-08,4,13,39,DET,MIN,2,1,52,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,819.0
32572,2020110805,2020-11-08,4,14,2,DET,MIN,1,10,43,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,842.0
32573,2020110805,2020-11-08,4,14,35,DET,MIN,1,10,31,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,875.0
32575,2020110805,2020-11-08,4,15,0,MIN,DET,3,10,20,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,900.0
32577,2020110805,2020-11-08,3,0,6,MIN,DET,2,18,12,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,906.0
32579,2020110805,2020-11-08,3,3,14,MIN,DET,3,5,33,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,1094.0
32580,2020110805,2020-11-08,3,4,0,MIN,DET,2,9,29,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1140.0
32581,2020110805,2020-11-08,3,4,42,MIN,DET,1,10,28,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1182.0
32582,2020110805,2020-11-08,3,4,52,DET,MIN,1,10,80,16,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,1,0,0,0,,1192.0
32583,2020110805,2020-11-08,3,5,37,DET,MIN,3,10,66,14,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1237.0
32584,2020110805,2020-11-08,3,5,41,DET,MIN,2,10,66,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1241.0
32585,2020110805,2020-11-08,3,6,51,DET,MIN,3,2,33,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1311.0
32588,2020110808,2020-11-08,4,0,32,LAC,LV,1,10,76,4,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,32.0
32589,2020110808,2020-11-08,4,0,38,LAC,LV,2,5,71,5,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,38.0
32590,2020110808,2020-11-08,4,0,55,LAC,LV,1,10,66,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,55.0
32592,2020110808,2020-11-08,4,3,16,LAC,LV,3,1,34,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,196.0
32593,2020110808,2020-11-08,4,3,56,LAC,LV,2,5,30,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,236.0
32594,2020110808,2020-11-08,4,4,37,LAC,LV,1,10,25,5,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,277.0
32597,2020110808,2020-11-08,4,5,24,LV,LAC,3,7,82,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,324.0
32601,2020110808,2020-11-08,4,9,12,LAC,LV,1,4,96,4,UNDER CENTER,PASS,0,1,0,1,SHORT LEFT,0,0,0,0,0,,552.0
32602,2020110808,2020-11-08,4,9,17,LAC,LV,3,9,91,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,1,0,,557.0
32603,2020110808,2020-11-08,4,9,22,LAC,LV,2,9,91,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,562.0
32604,2020110808,2020-11-08,4,9,58,LAC,LV,1,9,91,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,598.0
32605,2020110808,2020-11-08,4,10,36,LAC,LV,2,1,85,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,636.0
32606,2020110808,2020-11-08,4,14,51,LAC,LV,1,10,18,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,891.0
32610,2020110808,2020-11-08,3,0,4,LV,LAC,3,2,58,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,904.0
32611,2020110808,2020-11-08,3,0,48,LV,LAC,2,4,56,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,948.0
32612,2020110808,2020-11-08,3,1,26,LV,LAC,1,10,100,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,986.0
32613,2020110808,2020-11-08,3,2,11,LV,LAC,2,7,41,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1031.0
32614,2020110808,2020-11-08,3,2,57,LV,LAC,1,10,38,3,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1077.0
32615,2020110808,2020-11-08,3,3,36,LV,LAC,2,3,32,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1116.0
32616,2020110808,2020-11-08,3,4,19,LV,LAC,1,10,25,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1159.0
32618,2020110808,2020-11-08,3,4,29,LAC,LV,3,10,89,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1169.0
32619,2020110808,2020-11-08,3,4,34,LAC,LV,2,10,89,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,1174.0
32620,2020110808,2020-11-08,3,4,39,LAC,LV,1,10,89,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1179.0
32621,2020110808,2020-11-08,3,5,26,LAC,LV,2,9,39,50,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,0,0,,1226.0
32622,2020110808,2020-11-08,3,6,5,LAC,LV,1,10,38,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1265.0
32623,2020110808,2020-11-08,3,6,34,LAC,LV,3,1,36,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1294.0
32625,2020110808,2020-11-08,3,9,27,LV,LAC,2,10,84,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,1467.0
32626,2020110808,2020-11-08,3,10,14,LV,LAC,1,10,84,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1514.0
32627,2020110808,2020-11-08,3,11,0,LV,LAC,3,4,31,53,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,1560.0
32628,2020110808,2020-11-08,3,11,5,LV,LAC,2,4,31,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,1565.0
32629,2020110808,2020-11-08,3,11,28,LV,LAC,1,10,25,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1588.0
32632,2020110808,2020-11-08,3,12,36,LAC,LV,3,6,29,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1656.0
32633,2020110808,2020-11-08,3,12,42,LAC,LV,2,6,29,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1662.0
32634,2020110808,2020-11-08,3,14,7,LV,LAC,2,10,55,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1747.0
32635,2020110808,2020-11-08,3,14,13,LV,LAC,1,10,55,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,1753.0
32636,2020110808,2020-11-08,3,14,50,LV,LAC,1,10,45,10,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1790.0
32640,2020110808,2020-11-08,2,2,0,LAC,LV,2,9,63,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,1,0,,120.0
32642,2020110808,2020-11-08,2,2,31,LAC,LV,1,10,62,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,151.0
32643,2020110808,2020-11-08,2,3,4,LAC,LV,2,7,41,21,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,0,0,,184.0
32644,2020110808,2020-11-08,2,3,39,LAC,LV,1,10,38,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,219.0
32645,2020110808,2020-11-08,2,4,14,LAC,LV,3,7,28,10,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,254.0
32646,2020110808,2020-11-08,2,4,54,LAC,LV,2,16,19,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,294.0
32647,2020110808,2020-11-08,2,5,34,LAC,LV,1,10,25,-6,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,334.0
32650,2020110808,2020-11-08,2,6,19,LV,LAC,2,6,81,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,379.0
32651,2020110808,2020-11-08,2,7,0,LV,LAC,1,10,77,4,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,420.0
32652,2020110808,2020-11-08,2,7,43,LV,LAC,2,3,73,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,463.0
32653,2020110808,2020-11-08,2,8,22,LV,LAC,1,10,66,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,502.0
32654,2020110808,2020-11-08,2,8,57,LV,LAC,1,10,56,10,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,537.0
32656,2020110808,2020-11-08,2,9,52,LAC,LV,3,6,15,-8,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,592.0
32657,2020110808,2020-11-08,2,9,56,LAC,LV,2,6,15,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,596.0
32658,2020110808,2020-11-08,2,10,29,LAC,LV,1,10,11,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,629.0
32660,2020110808,2020-11-08,2,12,52,LV,LAC,2,2,33,15,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,772.0
32661,2020110808,2020-11-08,2,13,24,LV,LAC,1,10,25,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,804.0
32664,2020110808,2020-11-08,2,13,29,LAC,LV,4,1,95,5,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,0,0,RIGHT TACKLE,809.0
32666,2020110808,2020-11-08,2,14,55,LAC,LV,2,10,86,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,895.0
32667,2020110805,2020-11-08,3,7,54,MIN,DET,3,1,99,1,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,0,0,,1374.0
32668,2020110805,2020-11-08,3,8,37,MIN,DET,2,1,99,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1417.0
32669,2020110805,2020-11-08,3,9,13,MIN,DET,1,3,97,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1453.0
32670,2020110805,2020-11-08,3,9,17,MIN,DET,3,6,79,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,1,0,,1457.0
32671,2020110805,2020-11-08,3,9,22,MIN,DET,2,6,79,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1462.0
32672,2020110805,2020-11-08,3,10,4,MIN,DET,1,10,75,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1504.0
32673,2020110805,2020-11-08,3,10,40,MIN,DET,1,10,63,12,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1540.0
32674,2020110805,2020-11-08,3,11,14,MIN,DET,3,5,28,35,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,1574.0
32675,2020110805,2020-11-08,3,12,17,DET,MIN,2,4,18,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1637.0
32676,2020110805,2020-11-08,3,12,50,DET,MIN,1,10,12,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1670.0
32678,2020110805,2020-11-08,3,13,42,MIN,DET,3,11,29,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1722.0
32680,2020110805,2020-11-08,3,13,50,MIN,DET,2,6,34,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,1730.0
32682,2020110804,2020-11-08,3,12,35,KC,CAR,1,10,81,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1655.0
32683,2020110804,2020-11-08,3,13,17,KC,CAR,2,6,52,29,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1697.0
32684,2020110804,2020-11-08,3,13,55,KC,CAR,1,10,48,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,1735.0
32685,2020110804,2020-11-08,3,14,36,KC,CAR,1,10,34,14,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1776.0
32686,2020110804,2020-11-08,3,15,0,KC,CAR,1,10,25,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,1,0,LEFT END,1800.0
32689,2020110804,2020-11-08,2,0,0,KC,CAR,3,10,54,28,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,1,0,0,,0.0
32690,2020110804,2020-11-08,2,0,8,KC,CAR,3,15,49,36,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,1,0,,8.0
32692,2020110804,2020-11-08,2,0,11,KC,CAR,3,5,59,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,1,0,,11.0
32693,2020110804,2020-11-08,2,1,16,CAR,KC,1,10,56,12,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,76.0
32694,2020110804,2020-11-08,2,1,19,CAR,KC,3,4,41,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,1,0,,79.0
32695,2020110804,2020-11-08,2,2,0,CAR,KC,2,4,41,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,120.0
32697,2020110804,2020-11-08,2,2,20,CAR,KC,1,10,35,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,140.0
32698,2020110804,2020-11-08,2,2,55,CAR,KC,2,7,24,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,175.0
32699,2020110804,2020-11-08,2,3,40,CAR,KC,1,10,21,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,220.0
32702,2020110804,2020-11-08,2,3,50,KC,CAR,1,1,99,1,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,0,0,,230.0
32703,2020110804,2020-11-08,2,4,54,KC,CAR,2,5,77,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,294.0
32704,2020110804,2020-11-08,2,5,39,KC,CAR,1,10,72,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,339.0
32705,2020110804,2020-11-08,2,6,18,KC,CAR,2,3,65,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,378.0
32706,2020110804,2020-11-08,2,6,46,KC,CAR,1,10,58,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,406.0
32707,2020110804,2020-11-08,2,7,29,KC,CAR,1,10,35,23,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,0,0,,449.0
32710,2020110804,2020-11-08,2,11,13,KC,CAR,3,10,63,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,673.0
32711,2020110804,2020-11-08,2,11,17,KC,CAR,2,10,63,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,677.0
32712,2020110804,2020-11-08,2,11,24,KC,CAR,1,10,63,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,684.0
32713,2020110804,2020-11-08,2,12,2,KC,CAR,2,4,31,32,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,0,0,,722.0
32714,2020110804,2020-11-08,2,12,39,KC,CAR,1,10,25,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,759.0
32717,2020110804,2020-11-08,2,12,44,CAR,KC,1,10,86,14,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,0,0,,764.0
32719,2020110804,2020-11-08,1,0,15,CAR,KC,1,10,42,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,915.0
32720,2020110804,2020-11-08,1,0,51,CAR,KC,2,5,31,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,951.0
32721,2020110804,2020-11-08,1,1,31,CAR,KC,1,10,26,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,991.0
32724,2020110804,2020-11-08,1,1,47,KC,CAR,3,10,79,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,0,0,,1007.0
32725,2020110804,2020-11-08,1,1,52,KC,CAR,2,10,79,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,1012.0
32726,2020110804,2020-11-08,1,1,58,KC,CAR,1,10,79,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1018.0
32727,2020110804,2020-11-08,1,2,40,KC,CAR,2,2,77,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1060.0
32728,2020110804,2020-11-08,1,4,54,KC,CAR,3,8,27,14,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1194.0
32729,2020110804,2020-11-08,1,5,32,KC,CAR,2,8,27,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1232.0
32730,2020110804,2020-11-08,1,6,7,KC,CAR,1,10,25,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1267.0
32733,2020110804,2020-11-08,1,6,13,CAR,KC,4,3,91,9,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,0,0,,1273.0
