,GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,RushDirection,Time Left
225,2021010313,2021-01-03,1,2,14,IND,JAX,2,17,83,13,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1034.0
226,2021010313,2021-01-03,1,2,19,IND,JAX,2,2,98,2,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,1,0,RIGHT END,1039.0
227,2021010313,2021-01-03,1,2,56,IND,JAX,1,7,93,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1076.0
229,2021010313,2021-01-03,1,10,20,IND,JAX,3,5,94,6,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,0,0,,1520.0
230,2021010313,2021-01-03,1,11,4,IND,JAX,2,7,92,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1564.0
232,2021010312,2021-01-03,3,3,6,HOU,TEN,1,10,80,20,UNDER CENTER,PASS,0,1,0,1,DEEP RIGHT,0,0,0,0,0,,1086.0
233,2021010312,2021-01-03,3,3,42,HOU,TEN,1,10,54,26,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1122.0
235,2021010312,2021-01-03,3,5,4,TEN,HOU,1,5,95,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1204.0
236,2021010312,2021-01-03,3,5,41,TEN,HOU,2,10,100,45,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1241.0
237,2021010312,2021-01-03,3,5,46,TEN,HOU,1,10,100,0,NO HUDDLE,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,1246.0
239,2021010312,2021-01-03,3,8,15,HOU,TEN,1,10,62,38,UNDER CENTER,PASS,0,1,0,1,DEEP MIDDLE,0,0,0,0,0,,1395.0
240,2021010312,2021-01-03,3,8,19,HOU,TEN,1,10,51,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,1,0,,1399.0
242,2021010315,2021-01-03,2,0,33,SF,SEA,3,6,82,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,33.0
243,2021010315,2021-01-03,2,1,16,SF,SEA,2,8,80,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,76.0
244,2021010315,2021-01-03,2,2,0,SF,SEA,1,10,78,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,120.0
246,2021010315,2021-01-03,2,2,38,SF,SEA,3,8,64,14,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,158.0
247,2021010315,2021-01-03,2,3,19,SF,SEA,2,12,60,4,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,199.0
248,2021010315,2021-01-03,2,3,49,SF,SEA,2,2,70,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,1,0,LEFT END,229.0
249,2021010315,2021-01-03,2,4,25,SF,SEA,1,10,62,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,265.0
253,2021010315,2021-01-03,2,9,36,SEA,SF,3,3,88,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,576.0
254,2021010315,2021-01-03,2,10,14,SEA,SF,2,10,81,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,614.0
255,2021010315,2021-01-03,2,10,18,SEA,SF,1,10,81,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,618.0
260,2021010314,2021-01-03,4,5,13,ARI,LA,2,18,52,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,313.0
261,2021010314,2021-01-03,4,5,46,ARI,LA,1,15,55,-3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,346.0
262,2021010314,2021-01-03,4,5,52,ARI,LA,1,10,60,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,1,0,,352.0
263,2021010314,2021-01-03,4,6,26,ARI,LA,2,4,55,5,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,386.0
266,2021010314,2021-01-03,4,9,14,ARI,LA,3,19,81,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,0,0,,554.0
267,2021010314,2021-01-03,4,9,55,ARI,LA,2,11,89,-8,NO HUDDLE SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,595.0
268,2021010314,2021-01-03,4,10,28,ARI,LA,1,7,93,-4,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,628.0
269,2021010314,2021-01-03,4,11,12,ARI,LA,2,6,85,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,672.0
270,2021010314,2021-01-03,4,11,48,ARI,LA,1,10,81,4,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,708.0
271,2021010314,2021-01-03,4,12,15,ARI,LA,1,10,56,25,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,0,0,,735.0
274,2021010314,2021-01-03,2,8,23,LA,ARI,3,8,76,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,503.0
275,2021010314,2021-01-03,2,8,28,LA,ARI,2,8,76,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,508.0
276,2021010314,2021-01-03,2,9,12,LA,ARI,1,10,74,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,552.0
277,2021010314,2021-01-03,2,9,53,LA,ARI,2,10,62,12,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,593.0
278,2021010314,2021-01-03,2,9,56,LA,ARI,1,10,62,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,596.0
279,2021010314,2021-01-03,2,11,7,LA,ARI,2,1,52,-4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,667.0
287,2021010310,2021-01-03,4,2,1,TB,ATL,3,1,80,2,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,121.0
288,2021010310,2021-01-03,4,2,5,TB,ATL,2,7,74,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,125.0
290,2021010310,2021-01-03,4,2,14,TB,ATL,1,10,71,3,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,134.0
292,2021010310,2021-01-03,4,3,2,TB,ATL,3,2,70,30,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,1,0,,182.0
294,2021010310,2021-01-03,4,3,11,TB,ATL,1,10,62,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,191.0
296,2021010310,2021-01-03,4,3,58,TB,ATL,3,4,96,4,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,0,0,,238.0
297,2021010310,2021-01-03,4,4,3,TB,ATL,2,4,96,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,243.0
298,2021010306,2021-01-03,4,11,59,KC,LAC,2,7,92,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,719.0
299,2021010306,2021-01-03,4,12,37,KC,LAC,1,10,89,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,757.0
300,2021010306,2021-01-03,3,0,55,LAC,KC,2,9,52,48,UNDER CENTER,PASS,0,1,0,1,DEEP LEFT,0,0,0,0,0,,955.0
301,2021010306,2021-01-03,3,1,38,LAC,KC,1,10,51,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,998.0
302,2021010306,2021-01-03,3,5,4,KC,LAC,2,11,60,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1204.0
304,2021010306,2021-01-03,3,13,1,LAC,KC,2,10,53,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,1,0,RIGHT END,1681.0
305,2021010306,2021-01-03,3,13,9,LAC,KC,1,10,53,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,1689.0
306,2021010310,2021-01-03,4,4,45,TB,ATL,1,7,93,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,285.0
307,2021010310,2021-01-03,4,6,19,TB,ATL,2,4,54,-8,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,379.0
309,2021010310,2021-01-03,4,8,23,ATL,TB,4,1,99,1,UNDER CENTER,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,0,0,,503.0
310,2021010310,2021-01-03,4,9,4,ATL,TB,3,3,97,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,544.0
311,2021010310,2021-01-03,4,9,50,ATL,TB,2,4,96,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,590.0
312,2021010310,2021-01-03,4,9,54,ATL,TB,1,4,96,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,594.0
314,2021010310,2021-01-03,4,12,42,TB,ATL,2,2,61,12,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,762.0
315,2021010310,2021-01-03,4,13,21,TB,ATL,1,10,53,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,801.0
317,2021010314,2021-01-03,4,14,34,LA,ARI,3,9,91,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,874.0
319,2021010314,2021-01-03,4,14,38,LA,ARI,2,9,91,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,878.0
320,2021010314,2021-01-03,4,15,0,LA,ARI,1,10,90,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,900.0
322,2021010314,2021-01-03,3,0,4,LA,ARI,1,10,71,19,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,904.0
323,2021010314,2021-01-03,3,0,49,LA,ARI,4,2,66,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,949.0
324,2021010314,2021-01-03,3,1,37,LA,ARI,3,5,63,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,997.0
325,2021010314,2021-01-03,3,2,16,LA,ARI,2,10,58,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1036.0
326,2021010314,2021-01-03,3,2,21,LA,ARI,1,10,58,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,1041.0
329,2021010314,2021-01-03,3,7,0,LA,ARI,3,19,78,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1320.0
330,2021010314,2021-01-03,3,7,37,LA,ARI,2,23,74,4,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1357.0
331,2021010314,2021-01-03,3,8,17,LA,ARI,1,15,82,-8,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,1397.0
333,2021010314,2021-01-03,3,9,13,LA,ARI,3,11,75,12,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1453.0
334,2021010314,2021-01-03,3,9,22,LA,ARI,2,11,75,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1462.0
335,2021010314,2021-01-03,3,9,50,LA,ARI,2,11,75,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,1,0,CENTER,1490.0
336,2021010314,2021-01-03,3,10,28,LA,ARI,1,10,76,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1528.0
337,2021010314,2021-01-03,3,11,14,LA,ARI,2,10,100,26,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,1574.0
338,2021010314,2021-01-03,3,11,58,LA,ARI,1,10,100,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1618.0
341,2021010314,2021-01-03,2,0,37,ARI,LA,2,7,68,84,UNDER CENTER,PASS,0,1,0,1,DEEP RIGHT,0,1,0,0,0,,37.0
343,2021010314,2021-01-03,2,0,41,ARI,LA,1,10,65,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,41.0
345,2021010310,2021-01-03,3,0,38,ATL,TB,3,3,97,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,938.0
346,2021010310,2021-01-03,3,1,23,ATL,TB,2,7,93,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,983.0
347,2021010310,2021-01-03,3,1,25,ATL,TB,1,7,93,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,985.0
348,2021010310,2021-01-03,3,1,57,ATL,TB,1,10,82,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1017.0
349,2021010310,2021-01-03,3,3,15,ATL,TB,1,10,68,3,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,1,0,0,,1095.0
350,2021010310,2021-01-03,3,3,19,ATL,TB,4,2,65,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,1,0,,1099.0
352,2021010310,2021-01-03,3,4,7,ATL,TB,3,10,57,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1147.0
353,2021010310,2021-01-03,3,4,13,ATL,TB,2,10,57,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1153.0
354,2021010310,2021-01-03,3,4,50,ATL,TB,1,10,57,0,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1190.0
355,2021010310,2021-01-03,3,5,18,ATL,TB,2,1,54,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1218.0
356,2021010310,2021-01-03,3,7,28,TB,ATL,3,10,71,10,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,1,0,1,0,,1348.0
357,2021010310,2021-01-03,3,8,5,TB,ATL,2,10,71,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1385.0
358,2021010310,2021-01-03,3,8,10,TB,ATL,1,10,71,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,1390.0
362,2021010309,2021-01-03,4,1,49,WAS,PHI,3,4,61,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,109.0
364,2021010309,2021-01-03,4,1,55,WAS,PHI,2,5,60,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,115.0
366,2021010309,2021-01-03,4,2,0,WAS,PHI,1,10,55,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,120.0
369,2021010309,2021-01-03,4,8,33,WAS,PHI,3,15,70,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,513.0
370,2021010309,2021-01-03,4,8,37,WAS,PHI,2,15,70,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,517.0
371,2021010309,2021-01-03,4,9,18,WAS,PHI,1,20,65,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,558.0
372,2021010309,2021-01-03,4,9,34,WAS,PHI,1,10,75,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,1,0,RIGHT END,574.0
373,2021010309,2021-01-03,4,10,23,WAS,PHI,2,8,59,13,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,1,0,0,0,,623.0
375,2021010309,2021-01-03,3,2,1,PHI,WAS,4,4,96,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1021.0
376,2021010309,2021-01-03,3,2,7,PHI,WAS,3,4,96,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1027.0
377,2021010309,2021-01-03,3,2,12,PHI,WAS,2,4,96,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1032.0
378,2021010309,2021-01-03,3,2,47,PHI,WAS,1,5,95,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1067.0
379,2021010309,2021-01-03,3,3,32,PHI,WAS,3,1,94,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1112.0
380,2021010309,2021-01-03,3,4,16,PHI,WAS,2,4,91,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1156.0
381,2021010309,2021-01-03,3,4,54,PHI,WAS,1,10,85,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1194.0
383,2021010309,2021-01-03,3,5,14,PHI,WAS,3,7,64,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1214.0
385,2021010309,2021-01-03,3,6,45,PHI,WAS,1,10,61,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1305.0
386,2021010309,2021-01-03,3,7,28,PHI,WAS,3,2,57,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1348.0
389,2021010309,2021-01-03,2,0,26,WAS,PHI,2,10,87,13,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,0,0,,26.0
390,2021010309,2021-01-03,2,0,30,WAS,PHI,1,10,87,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,30.0
391,2021010309,2021-01-03,2,0,35,WAS,PHI,2,4,81,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,35.0
393,2021010309,2021-01-03,2,0,41,WAS,PHI,1,10,75,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,41.0
395,2021010309,2021-01-03,2,0,45,WAS,PHI,2,4,70,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,45.0
396,2021010309,2021-01-03,2,1,7,WAS,PHI,1,10,64,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,67.0
400,2021010312,2021-01-03,2,0,19,HOU,TEN,3,8,90,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,19.0
402,2021010312,2021-01-03,2,0,23,HOU,TEN,2,10,88,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,23.0
404,2021010312,2021-01-03,2,0,27,HOU,TEN,1,10,88,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,27.0
405,2021010312,2021-01-03,2,0,34,HOU,TEN,2,7,81,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,34.0
406,2020121312,2020-12-13,1,7,32,WAS,SF,1,10,51,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1352.0
407,2020121312,2020-12-13,1,6,55,WAS,SF,2,7,54,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1315.0
409,2020121308,2020-12-13,2,0,36,IND,LV,1,10,66,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,36.0
410,2020121308,2020-12-13,2,0,32,IND,LV,2,10,66,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,32.0
411,2020121308,2020-12-13,2,0,27,IND,LV,3,10,66,15,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,27.0
413,2020121310,2020-12-13,1,9,34,LAC,ATL,2,2,56,13,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1474.0
414,2020121310,2020-12-13,1,8,52,LAC,ATL,1,10,69,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,1,0,0,CENTER,1432.0
415,2020121400,2020-12-14,4,10,44,CLE,BAL,1,10,54,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,644.0
416,2020121400,2020-12-14,4,9,57,CLE,BAL,2,7,57,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,597.0
417,2020121400,2020-12-14,4,9,24,CLE,BAL,1,10,65,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,564.0
418,2020121400,2020-12-14,4,8,40,CLE,BAL,2,4,71,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,520.0
419,2020121400,2020-12-14,4,8,9,CLE,BAL,1,10,81,13,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,489.0
420,2020121400,2020-12-14,4,7,27,CLE,BAL,1,6,94,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,447.0
422,2020121900,2020-12-19,2,0,51,DEN,BUF,1,10,100,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,51.0
423,2020121900,2020-12-19,3,2,29,BUF,DEN,1,1,99,1,UNDER CENTER,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,1,0,,1049.0
424,2020121900,2020-12-19,3,2,25,BUF,DEN,1,11,89,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1045.0
425,2020121900,2020-12-19,3,1,43,BUF,DEN,2,7,93,7,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,1,0,,1003.0
426,2020121400,2020-12-14,2,7,55,BAL,CLE,1,10,89,11,SHOTGUN,RUSH,1,0,0,1,,0,0,0,0,0,RIGHT TACKLE,475.0
427,2020121700,2020-12-17,2,10,53,LV,LAC,1,10,54,11,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,653.0
428,2020121700,2020-12-17,3,14,13,LAC,LV,2,10,53,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1753.0
429,2020121700,2020-12-17,3,13,38,LAC,LV,3,1,62,-4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1718.0
430,2020121700,2020-12-17,3,10,37,LV,LAC,2,4,81,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1537.0
431,2020121700,2020-12-17,3,9,55,LV,LAC,3,1,84,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1495.0
433,2020121700,2020-12-17,3,8,8,LV,LAC,1,10,85,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,1388.0
434,2020121700,2020-12-17,3,7,26,LV,LAC,2,6,89,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,1,0,,1346.0
435,2020121900,2020-12-19,4,3,54,DEN,BUF,1,10,51,7,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,234.0
436,2020122004,2020-12-20,2,13,41,DET,TEN,1,10,53,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,821.0
437,2020122004,2020-12-20,2,13,2,DET,TEN,2,6,57,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,782.0
438,2020122004,2020-12-20,2,12,56,DET,TEN,3,6,57,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,776.0
439,2020122004,2020-12-20,2,0,37,TEN,DET,1,10,100,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,37.0
440,2020122004,2020-12-20,2,0,33,TEN,DET,2,10,100,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,33.0
441,2020122004,2020-12-20,2,0,29,TEN,DET,3,10,100,14,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,29.0
442,2020122004,2020-12-20,4,4,53,TEN,DET,3,4,61,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,293.0
443,2020122004,2020-12-20,4,4,3,TEN,DET,1,10,73,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,243.0
445,2020122002,2020-12-20,4,9,17,HOU,IND,1,10,70,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,557.0
446,2020122007,2020-12-20,1,3,32,MIA,NE,1,10,71,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1112.0
447,2020122007,2020-12-20,1,2,52,MIA,NE,2,3,78,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1072.0
448,2020122007,2020-12-20,1,2,10,MIA,NE,3,1,80,10,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1030.0
449,2020122007,2020-12-20,1,1,24,MIA,NE,1,10,90,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,984.0
450,2020122007,2020-12-20,1,0,47,MIA,NE,2,7,93,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,947.0
451,2020122007,2020-12-20,3,14,5,MIA,NE,1,10,52,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1745.0
453,2020122007,2020-12-20,3,12,26,MIA,NE,2,1,71,14,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1646.0
454,2020122007,2020-12-20,3,11,56,MIA,NE,1,10,85,2,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1616.0
455,2020122007,2020-12-20,3,11,24,MIA,NE,2,8,87,7,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1584.0
456,2020122007,2020-12-20,3,10,59,MIA,NE,3,1,94,5,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1559.0
457,2020122002,2020-12-20,4,1,30,HOU,IND,2,5,54,16,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,90.0
458,2020122003,2020-12-20,2,0,36,LA,NYJ,1,10,59,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,36.0
459,2020122003,2020-12-20,2,0,21,LA,NYJ,2,4,65,8,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,21.0
460,2020122003,2020-12-20,2,0,18,LA,NYJ,1,10,73,11,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,18.0
461,2020122003,2020-12-20,3,12,2,NYJ,LA,1,10,70,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1622.0
462,2020122003,2020-12-20,4,15,0,LA,NYJ,1,10,79,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,900.0
